vocabulary;source;desc_id;text;phrase;matched_class;confidence
expressions_hsemotion;tbbt;tbbt_s05e20_d69471;Raj gently takes a puppy from Bernadette's arms.;gently;Sadness;0.692768
expressions_hsemotion;office;office_s08e12_012;Kevin next to a printer points at himself with happy pride.;happy pride;Fear;0.732671
expressions_hsemotion;vatex;Jozpg64DEh0_000002_000012;A girl in what looks like a gym kicking pretty high.;pretty;Surprise;0.532800
expressions_hsemotion;office;office_s03e15_034;A shot of people walking together with presents in hands.;together;Happiness;0.754557
expressions_hsemotion;office;office_s05e10_030;Angela in a red plaid jacket turns around and looks shocked.;shocked;Anger;0.731949
expressions_hsemotion;office;office_s09e10_030;Pam sticks out her tongue and frowns in disgust while rubbing the man's head.;frown;Anger;0.683391
expressions_hsemotion;vatex;_isuVU33F7U_000000_000010;A woman closed her eyes to sneeze  and then smiled;then smile;Happiness;0.749830
expressions_hsemotion;tbbt;tbbt_s03e02_d73082;Howard, Sheldon, and Raj are gathered around the refrigerator with their heads close to it.;close;Sadness;0.557002
expressions_hsemotion;vatex;SYRa4vIZh1g_000155_000165;A man with a protective mask is using a tool to smooth out the metal;protective;Fear;0.688925
expressions_hsemotion;vatex;PLPT8wU7jTA_000000_000010;A young boy smiles and waves energetically and repeatedly at the viewer.;smile energetically;Happiness;0.749830
expressions_hsemotion;vatex;gm5eN2P2dAI_000012_000022;A man is trying to push a vehicle that has gotten stuck in the snow.;stuck;Sadness;0.620201
expressions_hsemotion;office;office_s09e10_020;Meredith shaves her head with electric clippers in the office kitchen.;electric;Fear;0.730836
expressions_hsemotion;vatex;1WEhv0Znmaw_000009_000019;A person is riding a camel being lead by a man in a long white robe;long;Surprise;0.512086
expressions_hsemotion;vatex;Dp-8QZE3jyA_000000_000010;A young boy tries to mop the floor but he seems to be too little.;mop;Sadness;0.659577
expressions_hsemotion;vatex;Ya5z_JLEEIA_000051_000061;A child is using scissors to open a package containing a shocking pen,;shocking;Surprise;0.660727
expressions_hsemotion;vatex;O8hx7asUuPg_000216_000226;Music is playing as a man is flying using secure gear through the air.;secure;Happiness;0.715583
expressions_hsemotion;office;office_s02e03_009;Jim walks up to Stanley, who is sitting, and looks surprised at the conversation they are having.;surprised;Anger;0.701297
expressions_hsemotion;vatex;Vpx_gnTdG6M_000011_000021;A man is shown trying to break a guitar on the floor and then tossing it.;break;Fear;0.772542
expressions_hsemotion;tbbt;tbbt_s07e02_d6164;Out of fright, Penny drops a paper bag full of shopping while standing next to the door of her apartment.;fright;Fear;0.806337
expressions_hsemotion;office;office_s07e06_027;Pam dressed in a red dress with a white collar looks in happy shock.;happy shock;Fear;0.745634
expressions_hsemotion;tbbt;tbbt_s03e02_d73187;Leonard lifts the bag and shows it to a disappointed Sheldon, in a blue shirt.;disappointed;Anger;0.669845
expressions_hsemotion;tbbt;tbbt_s03e02_d27730;Howard, Raj, and Sheldon hear a noise in the elevator shaft and Sheldon tears off the yellow tape.;tear;Fear;0.779937
expressions_hsemotion;office;office_s05e10_008;"Michael points both index fingers forward in a ""finger guns"" gesture, smiling widely.";smile widely;Happiness;0.749830
expressions_hsemotion;vatex;ILvS3LQug5k_000013_000023;Someone is clipping the nails of a calm animal and commentates about avoiding the quick.;calm;Fear;0.599533
expressions_hsemotion;office;office_s03e15_019;The groom turns around in shock and takes the microphone from Michael while he is speaking.;shock;Fear;0.745635
expressions_hsemotion;office;office_s02e03_035;Michael gets emotional and cries with a white paper bird in the background.;cry;Anger;0.767678
expressions_hsemotion;office;office_s09e10_033;A bald Meredith grits her teeth in a fierce, angry expression.;angry;Anger;0.876081
expressions_hsemotion;office;office_s09e10_015;Angela with a headband shows a tense expression of disgust.;disgust;Disgust;1.000000
expressions_hsemotion;vatex;B7uEv2FDCPQ_000000_000010;A person is playing with a lighter by placing it close to his mouth.;light;Sadness;0.601041
expressions_hsemotion;office;office_s09e10_008;A person with dreadlocks tightly hugs Darryl, gritting his teeth with a wide smile.;wide smile;Happiness;0.749830
