desc_id;episode;split;desc;wymaga_obiektu;wymaga_scenerii;wymaga_ruchu;complexity
805792562511;2iexNjlM0ig_000081_000091;test;A woman is laying on her back getting ready to get a tattoo on her chest.;;;;
994734156510;2kM2NrMhnis_000156_000166;test;Different views of a man being pulled along a field of snow by a kite in the air.;;;;
919355346612;2loWBp9BRi0_000007_000017;test;A man using all of his oxygen in attempts to blow up a red balloon.;;;;
20663558651;2m8H3ViIs0U_000000_000010;test;A person uses their hands to massage the back of another person's neck.;;;;
303853435885;2mgdkontHv4_000041_000051;test;An asian baby gets talked to and played with.;;;;
380990821769;2pPynRtRDE4_000030_000040;test;A boy uses a sharp object to open the door to a room and peeks inside.;;;;
455087356405;2qo35QV3w-s_000017_000027;test;People are running and turning flips in front of judges who are watching them.;;;;
872806619573;2rUqnnKDW8I_000004_000014;test;a little boy smiling and shaking their head in front of a woman;;;;
895533282907;2tF8a_0bYYA_000000_000010;test;A small child bangs against a xylophone being held by a woman;;;;
664467674147;2u0qZSawI2A_000018_000028;test;It is footage of a extremely famous legendary pop star, dancing around on stage in front of a huge crowd of people.;;;;
78368042838;2ujJI-dSrG0_000145_000155;test;A man is demonstrating how to properly tie a tie.;;;;
920470309552;2v75xvVshtQ_000000_000010;test;A young man in glasses relaxes on a sofa and eats some chips.;;;;
772382440797;2wIcUAH9yaM_000024_000034;test;In a backyard two girls are holding baskets and picking up eggs.;;;;
298393705272;3-0GVIrNGMA_000144_000154;test;A kid cleans the soles of gold boots with a toothbrush and toothpaste.;;;;
641584278248;3-UHHYrkjGM_000001_000011;test;A man holds his child on top of a couch and hands her a hair brush to brush her hair with.;;;;
896647562587;3-kjbGxqSeE_000077_000087;test;Men ride on three-wheeled recumbent bikes with sails, which are called sailbikes.;;;;
318286902589;31Il_bktDaY_000000_000010;test;Two people participate in a fencing competition, one man is struck by the rapier.;;;;
567538011145;31uPgVZtekA_000149_000159;test;An ornately costumed dance squad is performing on the gymnasium floor.;;;;
320181001456;35_IiB3_nVw_000017_000027;test;Baby wearing a bib in a highchair clapping while talking gibberish;;;;
464151480385;36E29x22tnQ_000018_000028;test;A man is getting ready to fire an arrow from a bow and then he does it, while others are looking on.;;;;
97074482565;36JI7dIZSRw_000071_000081;test;a man using a large beer bottle as he fills up 54 oz and shows off how much his mug can hold beer;;;;
747691034891;36bFQ0AdkTc_000000_000010;test;A surf boarder is rinding the waves and does a 360 on the waves and lands back on their board.;;;;
323879245725;38Jn4r_pcpg_000167_000177;test;A man pours beer into another bottle with a larger volume.;;;;
756559907941;3AsOzMAM91E_000004_000014;test;A man is hitting a large hanging cymbal with drum sticks.;;;;
662537984698;3CVyE039-lA_000003_000013;test;A person attached to a parachute slowly inches towards the ground for a landing.;;;;
313752418617;3D3IWV72ZGI_000041_000051;test;A man showing how to chip golf balls onto the green from the fringe.;;;;
985533465211;3DKts3D_pKM_000009_000019;test;The man is playing golf as he takes a strike on his ball in the course.;;;;
272285141586;3HX_SRKqFHU_000062_000072;test;A person uses a colorful pen to write in-cursive letters.;;;;
977175466358;3I0uO2fwVCk_000020_000030;test;A skier slaloms down a course as people commentate on her.;;;;
958695806909;3IfSTN-Eptg_000022_000032;test;A man doing sign language with some writing to the side of him;;;;
967965726027;3IsZNO1_LsM_000001_000011;test;Two boys are skipping rocks on the water standing on a riverbank.;;;;
425136127020;3IuP3YYwzzA_000000_000010;test;a boy with a blue hat and wearing glasses burped loud;;;;
36643255381;3Kaledle0Jw_000040_000050;test;A person is hitting a gong many times and then lets it ring.;;;;
816702508617;3OCzmSJvAlM_000034_000044;test;A young man pops a yellow balloon with a large needle like object.;;;;
564720785011;3PKi-hiB7YA_000113_000123;test;A wind glider on wheels is driving through the surf in the shallow waters.;;;;
47347894368;3PnYgaQ4vT0_000024_000034;test;A man in a gym lifts a heavy amount of weight over his head and then drops it.;;;;
138977168730;3UQrEi-ysPg_000056_000066;test;A child is showing how they use their fidget spinner.;;;;
213072106416;3Vo8RYzGLX8_000167_000177;test;A boy is building a Lego set in fast motion while music is playing.;;;;
978548139342;3Xr2oX0Ea4g_000074_000084;test;A person sweeps the ice in front of a curling stone, then the two people simply walk beside the stone as it slides on the ice.;;;;
140861034277;3aEZ9fLxI1U_000083_000093;test;Various women are tasting a wine and giving their opinion on the taste and cost.;;;;
3491967930;3c0hLqxvSSI_000000_000010;test;A man on a platform doing pushups in different variations;;;;
106874833331;3exdpRbcMmA_000034_000044;test;A class of young adults are being taught martial art poses.;;;;
989946705995;3g0zSuxMIkQ_000051_000061;test;A woman gives instructions while she ties her shoe laces on her tennis shoe.;;;;
7413380431;3g6vYQ3Qp8U_000003_000013;test;A little girl is playing a toy instrument that is on the floor.;;;;
29355326245;3g9Mfd6-97I_000061_000071;test;A man is talking while demonstrating how to tie a neck tie.;;;;
85983477459;3gRuk05ujXg_000003_000013;test;A white car pulls up to a house, a young man rings a doorbell and a blonde girl comes out they walk to the car.;;;;
663026343090;3hoSk280ndk_000025_000035;test;A boy with a cap holds a bow and a quiver of arrows.;;;;
478749339652;3hzbyQUSkHs_000000_000010;test;A lady tried to sit on a chair beside a man and fell down .;;;;
504951421345;3iWJXijWcRY_000022_000032;test;A man is massaging a tattooed lady's calves.;;;;
978469568027;3j4852AHT84_000077_000087;test;A recipe being shown as a meal is being prepared.;;;;
910897122432;3jP9HNJddR8_000003_000013;test;A child is using a snow shovel to shovel very deep snow.;;;;
814608351544;3jx36HklC_Y_000067_000077;test;A man is playing a flute like instrument while a band plays behind him.;;;;
854519439135;3l8tUCqavPM_000371_000381;test;a person holds an item in his left hand that he has found;;;;
331417263150;3nTMc2nK_W8_000000_000010;test;One person is securing the leg of an animal while the other is trimming its fur.;;;;
68630333967;3nt5r1f3MNY_000016_000026;test;An infant laying on a carrpet, shakes her head no when asked if mommy can take her baby;;;;
473061691282;3qBLumz-KJo_000279_000289;test;some person who is in the kitchen, cooking something and listening ,soft music;;;;
920121247584;3tbUUUqS5U8_000026_000036;test;Music plays as a man smokes a cigarette while driving a car.;;;;
195715825594;3uLjjmc3Azw_000059_000069;test;A guy is demonstrating how to correctly stretch his arms.;;;;
14199973322;3vc4SYl1MeE_000017_000027;test;A small girl walks on a tightrope in a city in order to earn money.;;;;
157910438872;4-9_szZr2xo_000015_000025;test;A young child blows out a birthday candle while he is sung happy birthday too.;;;;
841840834696;4-nreXODutA_000068_000078;test;A man slams a glass window as another hits a ball with a racket;;;;
657205677207;400xyZlL_6w_000107_000117;test;A man is playing the drums and cymbals for a band.;;;;
877314603172;45HnjQIVvT4_000009_000019;test;lady is trying to walk on ice and keeps falling down;;;;
259074625056;45eLeoFSTo8_000001_000011;test;A man in a push-up position lifts his head and chest with his arms, and then his hips high into the air repeatedly while remaining on his feet and hands.;;;;
811128498421;47oVUabZiic_000000_000010;test;A little baby uses a brush and attempts to brush her own hair.;;;;
776967345423;4A-hQHF5wFc_000047_000057;test;A woman is doing a pantomime routine with her hands while music is playing.;;;;
331290961427;4Bdkmj2hFm8_000034_000044;test;Nag if liquid being processed at a factory while moving down a conveyor belt.;;;;
989231154501;4CTCyJue1kI_000002_000012;test;A fighter broke a plank with his kick and walked to the plank on two blocks;;;;
147453441437;4DBna1hyzac_000005_000015;test;The players are concentrating and contemplating on their moves as the compete the poker tournament.;;;;
799841924618;4FH86iH7qxI_000009_000019;test;A young boy is sitting on his front step putting on his tan colored deck shoes.;;;;
89329483395;4Ha63VZFRus_000024_000034;test;A person prepares a pizza style dish with many different meat toppings.;;;;
769154951338;4IuFjys0TAY_000024_000034;test;A group of boys jumping on a trampoline play a game of basketball and one of the boys score a basket.;;;;
712344080296;4IwQFgz7Ni8_000000_000010;test;A woman is making a video with herself holding her baby across her chest.;;;;
65512895201;4N-OoJZD_Qg_000102_000112;test;In a  circus play a guy with white jacket is moving someone who is very flexible around;;;;
455278950068;4OPAmSlJ31o_000015_000025;test;A boy picks up a remote controller and points out other tools on the floor.;;;;
838413072108;4TxKHJKa4p8_000039_000049;test;People are sliding down a giant slide with life vests into the water.;;;;
58863927437;4Zcjoek-1-4_000003_000013;test;A girl attempts to complete a high jump but crashes into the bar.;;;;
297696665372;4_Vi-iYtVS0_000000_000010;test;A red hot piece of bent steel is being formed with a metal sledge hammer on the end of a  steel table.;;;;
525905194965;4aWiz5KPk3Q_000018_000028;test;A little boy sits in his room and plays a toy whistle.;;;;
212457744647;4eGnWcA-lo4_000026_000036;test;A guy is doing a demonstration on how to do a jump kick while talking about it.;;;;
204115831022;4ebFdrC9Fec_000020_000030;test;Two men argue with one another and their voices are altered to be higher and cartoonish.;;;;
88594392335;4eeA-gswYjc_000019_000029;test;A woman is playing the keyboard piano while reading the music she is playing.;;;;
848710906113;4fRGzKO1KLU_000000_000010;test;A toddler boy is feeding himself spaghetti at the dinner table.;;;;
977907194238;4hgh-ruFH0c_000113_000123;test;A man is striking a giant tire with a sledgehammer or exercise.;;;;
37042715142;4i_kmWEccwU_000003_000013;test;A man is standing very high up on a tree, cutting the treetop off with a chainsaw. As the treetop falls he sways with the trunk.;;;;
1784514408;4jlWSh2sd1Y_000008_000018;test;A little girl helps set the dining room table before the dinner.;;;;
549924093018;4kVMBl8xi8Q_000179_000189;test;a group of people standing in church dancing and shouting;;;;
979642452117;4lPNXqiS6d8_000045_000055;test;A person removing a copy from a copy machine and looking at it.;;;;
