stem;dataset;top;desc_id;desc;vid_name;ts;source;requirements;complexity;identities;event_id;rank_base;rank_variant;correct_in_top_base;correct_in_top_variant
complex;tbbt;4;16396;Amy stands at the kitchen counter holding a plate with cookies, staring at Sheldon, before she puts it down.;tbbt_s08e04;[872.15, 881.03];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s08e04_d16396;3;1;yes;yes
complex;tbbt;4;78991;Bernadette comes in the door and hands Sheldon a bottle of champagne.;tbbt_s09e22;[467.99, 476.2];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s09e22_d78991;3;1;yes;yes
complex;tbbt;4;30695;Raj is sitting next to Howard, who is wearing a purple shirt, when they lean over to the laptop in front of them.;tbbt_s02e01;[199.36, 201.54];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Raj,Howard;tbbt_s02e01_d30695;805;115;no;no
complex;tbbt;4;86441;Leonard holds up a paper bag while talking to Penny, who is wearing a blue shirt.;tbbt_s01e01;[317.25, 320.79];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Penny;tbbt_s01e01_d86441;644;36;no;no
complex;tbbt;4;47841;Leonard uses a blue cloth napkin to wipe a spot on the coffee table, while sitting on the couch next to Penny.;tbbt_s02e13;[255.34, 258.83];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Penny;tbbt_s02e13_d47841;321;6;no;no
complex;tbbt;4;80592;Sheldon, in plaid pants, hands Raj, who is wearing a red hat, a bottle of water.;tbbt_s01e01;[837.87, 839.85];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Raj;tbbt_s01e01_d80592;2;1;yes;yes
complex;tbbt;4;74084;Penny, in a pink shirt, takes the basket full of laundry and dumps it into the laundry machine.;tbbt_s02e01;[293.66, 302.69];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny;tbbt_s02e01_d74084;2;1;yes;yes
complex;tbbt;4;29605;Penny, in a green tank top, is holding a flyer while talking to Leonard, who points his finger at it.;tbbt_s02e01;[1232.05, 1244.76];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny,Leonard;tbbt_s02e01_d29605;2;1;yes;yes
complex;tbbt;4;62302;Sheldon picks up a beret and puts it on Leonard's pancakes to keep them warm.;tbbt_s03e15;[670.93, 681.13];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Leonard;tbbt_s03e15_d62302;2;1;yes;yes
complex;tbbt;4;61516;Leonard folds his laundry when Penny walks into the laundry room.;tbbt_s03e19;[743.81, 745.8];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Penny;tbbt_s03e19_d61516;2;1;yes;yes
complex;tbbt;4;42294;Sheldon, seen through the window, tries to scare the bird outside by holding up a drawing of a cat to his face, while making a cat gesture with his hand.;tbbt_s05e09;[297.05, 301.45];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s05e09_d42294;2;1;yes;yes
complex;tbbt;4;28857;Sheldon, standing next to Leonard in front of their doors, jumps up and down happily holding a cardboard box.;tbbt_s05e13;[60.38, 62.59];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon,Leonard;tbbt_s05e13_d28857;2;1;yes;yes
complex;tbbt;4;11658;Penny laughs and fixes her bangs while holding a glass of wine, at the restaurant with Leonard, in a black suit.;tbbt_s05e13;[512.36, 516.68];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;Z;Penny,Leonard;tbbt_s05e13_d11658;2;1;yes;yes
complex;tbbt;4;53257;Leonard, at night in bed, rubs his head, then wakes up, puts on his glasses, and looks at his phone.;tbbt_s05e13;[1097.09, 1107.79];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard;tbbt_s05e13_d53257;2;1;yes;yes
complex;tbbt;4;88798;Penny sits down on the couch holding a glass of wine, next to Amy, who has a white mustache.;tbbt_s06e01;[231.71, 234.19];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny;tbbt_s06e01_d88798;2;1;yes;yes
complex;tbbt;4;45184;Penny takes a sip of beer and then shakes the bottle while sitting on the couch with Raj and Leonard, in a green shirt.;tbbt_s06e01;[817.68, 822.36];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny,Raj,Leonard;tbbt_s06e01_d45184;2;1;yes;yes
complex;tbbt;4;15762;Lucy puts aside an orange napkin and rushes away from the table where Amy and Raj are sitting.;tbbt_s06e24;[607.39, 616.03];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Raj;tbbt_s06e24_d15762;2;1;yes;yes
complex;tbbt;4;15768;Penny, in a grocery store with Sheldon, grabs two bottles of vodka and puts them in a cart.;tbbt_s06e24;[629.86, 634.39];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Penny,Sheldon;tbbt_s06e24_d15768;2;1;yes;yes
complex;tbbt;4;37872;Penny smacks her hand against her leg, while holding a box, and then Sheldon runs to her.;tbbt_s07e13;[480.92, 484.49];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny,Sheldon;tbbt_s07e13_d37872;2;1;yes;yes
complex;tbbt;4;11672;Sheldon swings the suit jacket over his shoulder to put the jacket on.;tbbt_s08e08;[571.52, 573.03];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s08e08_d11672;2;1;yes;yes
complex;tbbt;4;34121;Howard, while in the bathroom with Leonard, goes to the sink and washes his hands.;tbbt_s09e22;[894.39, 905.86];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Howard,Leonard;tbbt_s09e22_d34121;2;1;yes;yes
complex;tbbt;4;89000;Raj, in an orange apron, is serving a bowl of salad to Lucy and Amy, who are sitting at the table talking.;tbbt_s06e24;[551.06, 554.29];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Raj;tbbt_s06e24_d89000;14;1;no;yes
complex;tbbt;4;88801;Sheldon, in a white and beige jacket, yells and grabs his plastic bag close to his chest, tight.;tbbt_s02e21;[538.25, 541.71];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s02e21_d88801;555;123;no;no
complex;tbbt;4;86446;Sheldon takes his keys out of the pocket of his plaid pants and unlocks the front door to his apartment.;tbbt_s01e01;[251.5, 256.61];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s01e01_d86446;13;1;no;yes
complex;tbbt;4;15751;Raj, while holding a beer bottle, reaches out and slaps Leonard on the back while he eats his food.;tbbt_s06e24;[483.41, 485.07];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Raj,Leonard;tbbt_s06e24_d15751;494;104;no;no
complex;tbbt;4;53272;Penny, while lying in bed with orange pillows, gets Leonard's inhaler from her bedroom side table drawer and hands it to him.;tbbt_s05e13;[792.39, 798.15];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Penny,Leonard;tbbt_s05e13_d53272;12;1;no;yes
complex;tbbt;4;62301;Sheldon picks up a breakfast tray and sets it in front of Leonard.;tbbt_s03e15;[655.32, 664.16];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Leonard;tbbt_s03e15_d62301;118;3;no;yes
complex;tbbt;4;58103;Sheldon, in a grey shirt, hands Amy, in a purple sweater next to him, food wrapped in foil.;tbbt_s08e04;[183.55, 186.85];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s08e04_d58103;768;431;no;no
complex;tbbt;4;30159;Sheldon hands Will a figurine from the glass table and gets up from the couch.;tbbt_s06e07;[214.75, 219.4];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s06e07_d30159;353;47;no;no
complex;tbbt;4;3376;Leonard, in a green shirt, hands Penny a beer from the coffee table covered with a red checkered tablecloth.;tbbt_s06e01;[612.66, 614.57];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Penny;tbbt_s06e01_d3376;10;1;no;yes
complex;tbbt;4;80600;Penny, holding a paper towel, adjusts her bangs and wipes a tear from under her eye.;tbbt_s01e01;[714.61, 717.87];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;Z;Penny;tbbt_s01e01_d80600;391;111;no;no
complex;tbbt;4;84034;Howard holds a mobile phone up to a whiteboard and uses it to take a photo.;tbbt_s04e12;[756.21, 760.42];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Howard;tbbt_s04e12_d84034;296;35;no;no
complex;tbbt;4;273;Bernadette walks towards Sheldon, who is seated on the couch with a bird on his arm, and takes his picture.;tbbt_s05e09;[1018.9, 1024.51];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s05e09_d273;9;1;no;yes
complex;tbbt;4;45182;Howard closes his eyes, then looks down while putting his hand on the spaceship console.;tbbt_s06e01;[777.09, 783.52];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;Z;Howard;tbbt_s06e01_d45182;9;1;no;yes
complex;tbbt;4;3405;Leonard taps Penny on the arm and then sits up, putting his beer on the table covered with a red checkered tablecloth.;tbbt_s06e01;[650.07, 654.3];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Penny;tbbt_s06e01_d3405;340;71;no;no
complex;tbbt;4;62896;Leonard, while talking to Raj, reaches his hand toward the magazines on the table and holds his hand on them for a moment.;tbbt_s04e01;[611.49, 626.47];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Raj;tbbt_s04e01_d62896;7;1;no;yes
complex;tbbt;4;94232;Sheldon stands at the kitchen counter with one hand resting on the lid of a water bottle, then laughs, turning his head to the side.;tbbt_s08e04;[570.64, 573.06];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;Z;Sheldon;tbbt_s08e04_d94232;278;86;no;no
complex;tbbt;4;47856;Enthusiastic Sheldon, in a shirt with a colorful chevron pattern, walks over to his desk, picks up a book and hands it to Raj.;tbbt_s02e13;[728.08, 735.76];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;Z;Sheldon,Raj;tbbt_s02e13_d47856;6;1;no;yes
complex;tbbt;4;62900;Penny spits water out and the robot hands Penny a blue napkin.;tbbt_s04e01;[271.45, 281.85];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny;tbbt_s04e01_d62900;162;14;no;no
complex;tbbt;4;19973;Howard, in a mustard vest, is raising his hand with a resigned face while Sheldon sprays a chemical into the shoes.;tbbt_s03e19;[419.29, 420.57];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;Z;Howard,Sheldon;tbbt_s03e19_d19973;58;3;no;yes
complex;tbbt;4;47817;Leonard closes the door to the fridge after taking out a bottle of water and spreads his arms wide with the bottle in his hand.;tbbt_s02e13;[477.58, 479.94];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard;tbbt_s02e13_d47817;348;176;no;no
complex;tbbt;4;4010003;Howard is sitting in his bed with a purple blanket over his private parts and shaking his spread arms in panic.;tbbt_s04e01;[870.56, 872.57];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Howard;tbbt_s04e01_003;246;89;no;no
complex;tbbt;4;37871;Penny, running down the stairs with a box, touches Sheldon on the shoulder while he's sitting on the stairs.;tbbt_s07e13;[435.73, 437.23];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Penny,Sheldon;tbbt_s07e13_d37871;5;1;no;yes
complex;tbbt;4;84452;Raj takes the purse from a redheaded woman in a dark blue blazer.;tbbt_s08e04;[143.5, 145.0];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Raj;tbbt_s08e04_d84452;5;1;no;yes
complex;tbbt;4;287;Sheldon pulls the cord on the curtains, causing the drapes to draw closed.;tbbt_s05e09;[122.52, 128.66];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s05e09_d287;92;6;no;no
complex;tbbt;4;29615;Sheldon stands up from the floor next to Howard, in maroon pajamas, and gets in the bed, arranging the covers and pillow comfortably.;tbbt_s02e01;[991.05, 1005.77];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Howard;tbbt_s02e01_d29615;4;2;yes;yes
complex;tbbt;4;41865;Sheldon passes out on the rock wall, drops down on the rope, and hangs limply from it.;tbbt_s02e13;[987.23, 994.76];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s02e13_d41865;4;2;yes;yes
complex;tbbt;4;61524;Sheldon takes a yellow bowling jersey out of a bag that he brings to the bowling alley.;tbbt_s03e19;[813.74, 817.11];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s03e19_d61524;4;2;yes;yes
complex;tbbt;4;16402;Amy is pouring something from the orange kettle into a yellow cup, while talking to Sheldon, who sits at the kitchen counter.;tbbt_s08e04;[854.08, 859.51];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s08e04_d16402;4;2;yes;yes
complex;tbbt;4;88802;A bartender hands Raj a mint green drink and Leonard a beer bottle, at the bar.;tbbt_s02e21;[544.93, 549.0];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Raj,Leonard;tbbt_s02e21_d88802;159;40;no;no
complex;tbbt;4;38755;Sheldon moves his hand back and forth in the air over an electronic device lying in his lap, while sitting on the couch with Penny.;tbbt_s04e12;[1113.41, 1118.99];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Penny;tbbt_s04e12_d38755;43;3;no;yes
complex;tbbt;4;28861;While Penny, Amy, and Bernadette are unboxing something, Leonard knocks on Penny's opened door.;tbbt_s05e13;[75.02, 83.67];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny,Leonard;tbbt_s05e13_d28861;22;2;no;yes
complex;tbbt;4;61520;Leonard spreads his arms out in a gesture of 'no,' while walking up to the laundry machine.;tbbt_s03e19;[750.52, 753.33];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard;tbbt_s03e19_d61520;21;2;no;yes
complex;tbbt;4;91630;Leonard looks at the doorframe and points at it with a marker.;tbbt_s06e07;[741.27, 750.76];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard;tbbt_s06e07_d91630;21;2;no;yes
complex;tbbt;4;38756;Penny puts her hands together and quickly claps twice as she is talking to Sheldon with an electronic device lying in his lap.;tbbt_s04e12;[1139.05, 1141.72];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Penny,Sheldon;tbbt_s04e12_d38756;140;42;no;no
complex;tbbt;4;47831;Sheldon is working on some papers with a red marker, which makes Leonard, sitting at his computer, smirk.;tbbt_s02e13;[403.67, 413.17];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;Z;Sheldon,Leonard;tbbt_s02e13_d47831;137;42;no;no
complex;tbbt;4;7130001;Penny walks past Leonard, covering her face with her hand, irritated, holding a glass of wine, while Leonard stands in the living room.;tbbt_s07e13;[6.06, 9.05];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;Z;Penny,Leonard;tbbt_s07e13_001;82;10;no;no
complex;tbbt;4;51060;Sheldon takes the last sip of his drink with a red straw and ice, then sets the glass down on the bar.;tbbt_s06e07;[943.92, 948.0];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s06e07_d51060;65;7;no;no
complex;tbbt;4;48485;Howard, in an orange shirt, angrily talking on the phone at the canteen, moves his hand all over his face with his eyes closed.;tbbt_s04e12;[26.89, 31.57];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;Z;Howard;tbbt_s04e12_d48485;3;2;yes;yes
complex;tbbt;4;38727;Leonard, in a black vest, looks at a notebook, then at his computer screen, and turns back to face Howard and Raj sitting in the living room.;tbbt_s04e12;[1019.51, 1030.5];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Howard,Raj;tbbt_s04e12_d38727;3;2;yes;yes
complex;tbbt;4;42300;A shot of Sheldon, seen through the window at night, making cat-like hand gestures at a bird sitting on the ledge outside the window.;tbbt_s05e09;[175.66, 181.24];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Sheldon;tbbt_s05e09_d42300;3;2;yes;yes
complex;tbbt;4;3362;Howard floats through the air in the International Space Station and waves at the laptop with a headset on it.;tbbt_s06e01;[393.44, 401.19];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Howard;tbbt_s06e01_d3362;3;2;yes;yes
complex;tbbt;4;51051;Bernadette hugs Howard, standing next to a cardboard box lying on the orange chair.;tbbt_s06e07;[1021.24, 1026.57];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Howard;tbbt_s06e07_d51051;3;2;yes;yes
complex;tbbt;4;37716;Happy Sheldon picks up a small train toy, shows it to Bernadette, then puts it back down, while they sit next to each other on the couch.;tbbt_s09e22;[625.21, 632.27];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;Z;Sheldon;tbbt_s09e22_d37716;3;2;yes;yes
complex;tbbt;4;34130;Sheldon shouts excitedly and waves his hand while holding a notebook in it, sitting behind a board game on the coffee table, with Bernadette.;tbbt_s09e22;[907.35, 913.55];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s09e22_d34130;3;2;yes;yes
complex;tbbt;4;13988;A robotic arm reaches into a paper bag and pulls out containers of food onto a table while Raj, Leonard, and Sheldon cheer.;tbbt_s04e01;[15.42, 24.41];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Raj,Leonard,Sheldon;tbbt_s04e01_d13988;103;26;no;no
complex;tbbt;4;86440;Leonard knocks on an apartment door, with an ironing board leaning against the wall by the door, while Sheldon stands behind him.;tbbt_s01e01;[304.92, 307.04];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Sheldon;tbbt_s01e01_d86440;40;4;no;yes
complex;tbbt;4;30696;Sheldon, in a blue plaid shirt, walks over to Raj and Howard, with a book in his hand.;tbbt_s02e01;[212.27, 219.88];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Raj,Howard;tbbt_s02e01_d30696;77;13;no;no
complex;tbbt;4;11659;Leonard, in a black suit, comes into the apartment and slams the door, then Howard looks at his watch.;tbbt_s05e13;[600.98, 604.44];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Howard;tbbt_s05e13_d11659;16;2;no;yes
complex;tbbt;4;47092;Penny, at the door, looks angry at Sheldon, wearing a yellow shirt and grey sleeves, then he smiles and opens the door to his apartment.;tbbt_s04e01;[1237.89, 1248.78];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;Z;Penny,Sheldon;tbbt_s04e01_d47092;55;7;no;no
complex;tbbt;4;5835;Sheldon snatches a container of dumplings from Barry and hands it to Raj.;tbbt_s02e13;[1229.05, 1231.45];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon,Raj;tbbt_s02e13_d5835;47;6;no;no
complex;tbbt;4;18111;Leonard reaches for Howard's laptop on the bed, but Howard, under the purple blanket, stops him with a gesture.;tbbt_s04e01;[804.04, 807.02];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Howard;tbbt_s04e01_d18111;14;2;no;yes
complex;tbbt;4;18116;Howard is sitting in his bed with a purple blanket over his private parts and rubs his eyes with his hands.;tbbt_s04e01;[847.16, 848.62];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Howard;tbbt_s04e01_d18116;14;2;no;yes
complex;tbbt;4;52445;Penny pretends to throw up while standing behind the bar with a snack lying on the bar counter.;tbbt_s06e07;[832.31, 836.56];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Penny;tbbt_s06e07_d52445;92;29;no;no
complex;tbbt;4;38105;Sheldon, in a black-and-white striped costume, opens and smells a bottle of juice in his hands.;tbbt_s01e06;[285.4, 287.65];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Sheldon;tbbt_s01e06_d38105;49;7;no;no
complex;tbbt;4;38722;Penny taps her phone screen with her finger while sitting next to Sheldon on the stairs.;tbbt_s04e12;[964.74, 968.13];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Penny,Sheldon;tbbt_s04e12_d38722;24;3;no;yes
complex;tbbt;4;13267;Leonard and Penny both unbuckle their seat belts, while sitting in a red car, and turn toward each other.;tbbt_s06e24;[969.04, 975.27];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Penny;tbbt_s06e24_d13267;38;5;no;no
complex;tbbt;4;80591;Leonard walks to the door, lets in Howard holding a CD and Raj, who is wearing a red hat.;tbbt_s01e01;[817.58, 826.03];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Howard,Raj;tbbt_s01e01_d80591;13;2;no;yes
complex;tbbt;4;38752;Leonard, in a black vest, gets up from his desk with a notebook in his hand, walks over, and sits on the couch, next to Howard.;tbbt_s04e12;[1060.15, 1064.91];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard,Howard;tbbt_s04e12_d38752;58;11;no;no
complex;tbbt;4;55211;The doctor at the desk hands Leonard a clipboard and pen, then gets back to reading a paper.;tbbt_s01e01;[66.67, 75.66];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;Z;Leonard;tbbt_s01e01_d55211;28;4;no;yes
complex;tbbt;4;80588;Leonard joins Sheldon in the kitchen while Sheldon grabs a couple of orange bottles from the fridge.;tbbt_s01e01;[755.26, 760.74];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Leonard,Sheldon;tbbt_s01e01_d80588;28;4;no;yes
complex;tbbt;4;51056;Penny, standing in front of Sheldon at the bar, fills a glass with soda from the tap.;tbbt_s06e07;[897.81, 900.73];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;Z;Penny,Sheldon;tbbt_s06e07_d51056;83;31;no;no
