stem;dataset;top;desc_id;desc;vid_name;ts;source;requirements;complexity;identities;event_id;rank_base;rank_variant;correct_in_top_base;correct_in_top_variant
face;office;3;5170025;Michael stands beside a whiteboard, leaning on his umbrella, angry.;office_s05e17;[205.89, 208.59];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Michael;office_s05e17_025;181;91;no;no
face;office;3;9040042;An outraged Angela, her mouth wide open, frantically grabs at her flying papers on the bus.;office_s09e04;[495.12, 497.45];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;P;;office_s09e04_042;3;2;yes;yes
face;office;3;5170015;Michael, in a tan blazer over a graphic tee, raises his eyebrows with wide, alert eyes and an open mouth, looking startled.;office_s05e17;[866.51, 868.49];office;wymaga_osoby,wymaga_mimiki;P;Michael;office_s05e17_015;202;141;no;no
face;office;3;4090019;A woman raises her hands like horns beside her head, sticking out her tongue with a playful expression by a fireplace.;office_s04e09;[731.13, 732.38];office;wymaga_ruchu,wymaga_mimiki;P;;office_s04e09_019;37;6;no;no
face;office;3;2060023;Jim in a blue shirt looks stunned in front of a whiteboard.;office_s02e06;[852.28, 854.71];office;wymaga_osoby,wymaga_mimiki;P;Jim;office_s02e06_023;2;2;yes;yes
face;office;3;7230028;Oscar sits on the carpet floor, touching a hole in it with a concerned face.;office_s07e23;[684.52, 691.8];office;wymaga_ruchu,wymaga_mimiki;P;;office_s07e23_028;2;2;yes;yes
face;office;3;8040004;An outraged Dwight shouts with his mouth wide open on a street lined with lots of greenery.;office_s08e04;[90.84, 93.88];office;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Dwight;office_s08e04_004;13;3;no;yes
face;office;3;9040007;Dwight drives a bus with a stern, angry expression, gripping the steering wheel tightly.;office_s09e04;[1144.11, 1146.01];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Dwight;office_s09e04_007;42;16;no;no
face;office;3;5170032;Michael sits at his desk squeezing a purple squishy toy, his gaze distant and blank.;office_s05e17;[863.23, 865.16];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Michael;office_s05e17_032;24;7;no;no
face;office;3;5030030;Creed rubs his forehead with a pained expression at his desk, solitaire open on screen.;office_s05e03;[55.8, 57.05];office;wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;;office_s05e03_030;13;5;no;no
face;office;3;3190003;Michael scrunches his face, tears in his eyes, laughing hard.;office_s03e19;[209.42, 213.07];office;wymaga_osoby,wymaga_mimiki;P;Michael;office_s03e19_003;8;7;no;no
face;office;3;1020004;Focused Dwight puts a bank card through a shredder.;office_s01e02;[152.21, 155.19];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Dwight;office_s01e02_004;4;4;no;no
face;office;3;9020012;A young man in glasses winks while leaning over the reception desk.;office_s09e02;[197.16, 199.08];office;wymaga_ruchu,wymaga_mimiki;P;;office_s09e02_012;4;4;no;no
face;office;3;9040024;Andy, wearing a red cap and tie, stands next to the TV and winks.;office_s09e04;[9.27, 11.36];office;wymaga_ruchu,wymaga_mimiki;P;;office_s09e04_024;4;4;no;no
face;office;3;6050023;Andy sits sideways at his desk with his legs crossed, thinking, with a shelf of office supplies behind him.;office_s06e05;[144.17, 146.62];office;wymaga_mimiki;P;;office_s06e05_023;17;17;no;no
face;office;3;6090002;Jim stands next to internal windows with blinds, pointing at a taped note about a martial arts presentation, his face unfazed.;office_s06e09;[6.49, 9.03];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Jim;office_s06e09_002;26;26;no;no
face;office;3;7140013;Darryl stands in the office glass doorway holding his mug, calmly yelling something with his mouth open.;office_s07e14;[530.19, 532.38];office;wymaga_obiektu,wymaga_scenerii,wymaga_mimiki;P;;office_s07e14_013;169;169;no;no
face;office;3;3190024;Dwight scrunches his face and nods, agreeing reluctantly.;office_s03e19;[671.7, 673.27];office;wymaga_osoby,wymaga_ruchu,wymaga_mimiki;P;Dwight;office_s03e19_024;421;421;no;no
