stem;dataset;top;desc_id;desc;vid_name;ts;source;requirements;complexity;identities;event_id;rank_base;rank_variant;correct_in_top_base;correct_in_top_variant
object;tbbt;4;80586;Sheldon, in plaid pants, opens two bottles on the kitchen island.;tbbt_s01e01;[769.58, 782.94];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Sheldon;tbbt_s01e01_d80586;29;107;no;no
object;tbbt;4;83998;Leonard, in a red robe, pours himself a cup of coffee into a brown mug.;tbbt_s04e12;[636.18, 649.59];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Leonard;tbbt_s04e12_d83998;8;7;no;no
object;tbbt;4;5090003;The bird flies into the apartment through the open window.;tbbt_s05e09;[686.5, 687.75];tbbt;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;tbbt_s05e09_003;27;17;no;no
object;office;4;3190021;Stanley stares in shock at a car covered in smashed watermelon.;office_s03e19;[1233.75, 1238.21];office;wymaga_obiektu,wymaga_mimiki;P;;office_s03e19_021;4;4;yes;yes
object;office;4;5030005;A close-up of a baby shower table with a balloon pump, colorful candy bowls and duck-print tablecloth decorations.;office_s05e03;[176.44, 190.99];office;wymaga_obiektu,wymaga_scenerii;P;;office_s05e03_005;1;1;yes;yes
object;office;4;7140012;Pam finds a white sheet of paper with a drawing on it on the office fridge.;office_s07e14;[484.39, 492.57];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Pam;office_s07e14_012;1;1;yes;yes
object;office;4;7230009;Jim sticks his pencil into the time clock on the wall, which snaps it.;office_s07e23;[167.31, 171.01];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s07e23_009;1;1;yes;yes
object;office;4;9040039;Erin tapes a clear bowl of candy to the railing on the bus.;office_s09e04;[479.41, 482.63];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s09e04_039;1;1;yes;yes
object;office;4;9140035;A young man in glasses, taped to a chair with something written on his chest, looks down at his phone.;office_s09e14;[1043.5, 1046.59];office;wymaga_obiektu;P;;office_s09e14_035;1;1;yes;yes
object;office;4;4090024;Dwight bites into a large drumstick at a dinner table.;office_s04e09;[926.24, 936.61];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s04e09_024;1;1;yes;yes
object;office;4;9040034;Jim puts a bag of popcorn into the microwave in the office kitchen.;office_s09e04;[310.24, 317.36];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s09e04_034;2;2;yes;yes
object;office;4;5030024;A woman wakes up sprawled on a couch, wrapped in pink gift paper with decorative bows.;office_s05e03;[943.73, 957.14];office;wymaga_obiektu,wymaga_ruchu;P;;office_s05e03_024;1;1;yes;yes
object;office;4;4090032;Angela angrily smears an ice cream cone onto the side of a blue car.;office_s04e09;[1259.97, 1268.13];office;wymaga_obiektu,wymaga_ruchu;P;;office_s04e09_032;1;1;yes;yes
object;office;4;1020003;Dwight puts up a shredder while sitting at his desk.;office_s01e02;[102.07, 106.11];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s01e02_003;3;3;yes;yes
object;office;4;1020004;Focused Dwight puts a bank card through a shredder.;office_s01e02;[152.21, 155.19];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Dwight;office_s01e02_004;4;4;yes;yes
object;office;4;1020025;"Pam puts a card on her forehead with ""Jewish"" written on it.";office_s01e02;[956.28, 960.5];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Pam;office_s01e02_025;4;4;yes;yes
object;office;4;2100005;Kevin cuts off the top of the Christmas tree.;office_s02e10;[77.43, 84.14];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s02e10_005;4;4;yes;yes
object;office;4;2100012;A shot of a decorated Christmas tree that barely lights up.;office_s02e10;[389.49, 394.26];office;wymaga_obiektu;P;;office_s02e10_012;3;3;yes;yes
object;office;4;3190010;Michael stands with hands clasped, lightly bouncing on a trampoline in a parking lot.;office_s03e19;[615.82, 627.66];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s03e19_010;4;4;yes;yes
object;office;4;5030003;Dwight fakes giving birth to a watermelon at an office desk.;office_s05e03;[92.78, 95.06];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s05e03_003;4;4;yes;yes
object;office;4;5030016;Andy unwraps pink gift wrapping off a baby stroller.;office_s05e03;[665.83, 669.86];office;wymaga_obiektu,wymaga_ruchu;P;;office_s05e03_016;3;3;yes;yes
object;office;4;6050010;Andy is covering up the tire iron with a napkin at the restaurant.;office_s06e05;[535.2, 538.77];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s06e05_010;4;4;yes;yes
object;office;4;7140014;A shot of a sidewalk lined with trees, a large donut bakery sign hanging on the storefront.;office_s07e14;[576.65, 578.16];office;wymaga_obiektu,wymaga_scenerii;P;;office_s07e14_014;4;4;yes;yes
object;office;4;8240009;Darryl, at his office desk, drinks from a pink can with a disgusted expression.;office_s08e24;[190.64, 197.98];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;P;;office_s08e24_009;3;3;yes;yes
object;office;4;9040030;Erin sticks red tape in the shape of an X on the office carpet.;office_s09e04;[147.03, 149.07];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s09e04_030;4;4;yes;yes
object;office;4;3190015;The watermelon smashes to pieces on a car.;office_s03e19;[775.75, 777.34];office;wymaga_obiektu,wymaga_ruchu;P;;office_s03e19_015;1;1;yes;yes
object;office;4;7140034;A wide shot of a brown brick building with a silver car parked in front of it.;office_s07e14;[216.49, 218.49];office;wymaga_obiektu,wymaga_scenerii;P;;office_s07e14_034;1;1;yes;yes
object;office;4;7140006;Jim is leaving the gas station by car in a rush.;office_s07e14;[311.42, 322.12];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s07e14_006;1;1;yes;yes
object;office;4;8240016;Andy, in the bathroom, pours alcohol on himself from a bottle, standing in front of the mirror and sink.;office_s08e24;[480.18, 494.18];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s08e24_016;1;1;yes;yes
object;office;4;1020018;Michael laughs while holding a yellow paper in his hand.;office_s01e02;[639.94, 641.77];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Michael;office_s01e02_018;2;2;yes;yes
object;office;4;2100019;Ryan holds up a pink floral name plate.;office_s02e10;[634.3, 641.15];office;wymaga_obiektu,wymaga_ruchu;P;;office_s02e10_019;2;2;yes;yes
object;office;4;2100024;A colorful disco light ball sits on a stereo system in an office decorated for Christmas.;office_s02e10;[897.8, 903.04];office;wymaga_obiektu,wymaga_scenerii;P;;office_s02e10_024;2;2;yes;yes
object;office;4;3050026;A parking sign splattered with dripping yellow egg.;office_s03e05;[953.23, 955.85];office;wymaga_obiektu;P;;office_s03e05_026;2;2;yes;yes
object;office;4;4090033;A woman tries to glue a broken trophy back together.;office_s04e09;[1271.59, 1284.44];office;wymaga_obiektu,wymaga_ruchu;P;;office_s04e09_033;2;2;yes;yes
object;office;4;5030009;A woman in a floral dress wheels a baby stroller into the office.;office_s05e03;[450.42, 456.77];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s05e03_009;2;2;yes;yes
object;office;4;7230015;Jim pins a poster with a drawing of a fist to the bulletin board in the office hallway.;office_s07e23;[345.14, 348.52];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s07e23_015;2;2;yes;yes
object;office;4;7230020;A shot of excited Dwight sitting at a desk, surrounded by samurai armor, a sword, and a display case with a revolver.;office_s07e23;[423.38, 438.08];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Dwight;office_s07e23_020;2;2;yes;yes
object;office;4;9020019;A man in a suit sits down at the piano in the garden, a glass of champagne resting on it.;office_s09e02;[539.68, 542.33];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s09e02_019;2;2;yes;yes
object;office;4;9140015;Pam rides up on a forklift in the warehouse, holding a megaphone.;office_s09e14;[232.75, 236.8];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Pam;office_s09e14_015;2;2;yes;yes
object;office;4;1020007;Jim takes candy from a candy jar at Pam's desk.;office_s01e02;[186.33, 189.77];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim,Pam;office_s01e02_007;1;1;yes;yes
object;office;4;1020016;"A whiteboard next to a man has the words written on it: ""Honesty, Empathy, Respect, Open-Minded=hero"".";office_s01e02;[482.67, 494.16];office;wymaga_obiektu;P;;office_s01e02_016;1;1;yes;yes
object;office;4;1020028;A man puts champagne on a desk with a black nameplate on it.;office_s01e02;[1193.54, 1195.69];office;wymaga_obiektu,wymaga_ruchu;P;;office_s01e02_028;1;1;yes;yes
object;office;4;1050006;Darryl sits and drinks next to boxes wrapped in foil.;office_s01e05;[613.56, 618.3];office;wymaga_obiektu,wymaga_ruchu;P;;office_s01e05_006;1;1;yes;yes
object;office;4;1050030;Michael dribbles the ball around on one knee.;office_s01e05;[991.95, 995.88];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s01e05_030;1;1;yes;yes
object;office;4;2060006;Dwight kneels on the martial arts mat cleaning it.;office_s02e06;[188.96, 192.81];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e06_006;1;1;yes;yes
object;office;4;2060010;Dwight strikes a training dummy with an open-palm hit to the head.;office_s02e06;[445.22, 448.51];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e06_010;1;1;yes;yes
object;office;4;2060018;Dwight stretches on the mat, reaching for his foot.;office_s02e06;[813.13, 815.11];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e06_018;1;1;yes;yes
object;office;4;2100001;Someone puts Christmas cards with a photo into green envelopes.;office_s02e10;[1.97, 5.98];office;wymaga_obiektu,wymaga_ruchu;P;;office_s02e10_001;1;1;yes;yes
object;office;4;2100004;Michael, with a big smile, stands next to the tree in front of the window decorated with gold and red Christmas ornaments.;office_s02e10;[42.77, 45.33];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Michael;office_s02e10_004;1;1;yes;yes
object;office;4;2100006;Dwight vacuums up needles under the Christmas tree.;office_s02e10;[112.19, 115.94];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_006;1;1;yes;yes
object;office;4;2100011;Dwight in an elf costume with a green hat places a present under the Christmas tree.;office_s02e10;[292.87, 297.82];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_011;1;1;yes;yes
object;office;4;2100022;Dwight shoots at a silhouette target with a paintball gun.;office_s02e10;[770.91, 777.8];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_022;1;1;yes;yes
object;office;4;2100023;Michael in a Santa hat buys a lot of drinks at the store.;office_s02e10;[883.02, 896.72];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s02e10_023;1;1;yes;yes
object;office;4;2100026;Dwight in an elf costume holds a teapot spout up to his own nose.;office_s02e10;[932.08, 934.69];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_026;1;1;yes;yes
object;office;4;2100029;Jim tucks a white envelope into the back pocket of his pants.;office_s02e10;[1120.43, 1123.39];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s02e10_029;1;1;yes;yes
object;office;4;2100033;A man wearing a white lampshade on his head walks into the room.;office_s02e10;[1179.73, 1182.73];office;wymaga_obiektu,wymaga_ruchu;P;;office_s02e10_033;1;1;yes;yes
object;office;4;2100035;Angela smashes Christmas ornaments in anger outside in the falling snow.;office_s02e10;[1211.56, 1219.42];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;P;;office_s02e10_035;1;1;yes;yes
object;office;4;3050021;Dwight opens a coffin lid, standing beside it in a dim barn.;office_s03e05;[729.13, 735.54];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s03e05_021;1;1;yes;yes
object;office;4;3190031;Two pink turrets peek above a tall hedge.;office_s03e19;[1044.11, 1046.31];office;wymaga_obiektu;P;;office_s03e19_031;1;1;yes;yes
object;office;4;4090010;A dark glass shelf displays gold trophies on lower tiers, with candles on top.;office_s04e09;[352.04, 354.75];office;wymaga_obiektu;P;;office_s04e09_010;1;1;yes;yes
object;office;4;4090027;Michael hangs a light-up beer brand sign on the wall.;office_s04e09;[1045.81, 1053.27];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s04e09_027;1;1;yes;yes
object;office;4;4090031;A red car drives with Michael leaning out the passenger window at night.;office_s04e09;[1243.52, 1248.78];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s04e09_031;1;1;yes;yes
object;office;4;5030001;Jim points a marker at a whiteboard diagram of a family tree.;office_s05e03;[14.08, 28.45];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s05e03_001;1;1;yes;yes
object;office;4;5030017;Dwight buckles a watermelon into a stroller's seatbelt inside an elevator.;office_s05e03;[690.12, 694.26];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s05e03_017;1;1;yes;yes
object;office;4;5030019;A shot of Pam in a laundromat, standing with a stained green towel, a detergent box, and a basket of clothes on the counter.;office_s05e03;[747.23, 755.53];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii;P;Pam;office_s05e03_019;1;1;yes;yes
object;office;4;5030022;Dwight is throwing the stroller off the top of the stack of tires.;office_s05e03;[781.57, 787.59];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s05e03_022;1;1;yes;yes
object;office;4;5030026;A red car rams into the baby stroller.;office_s05e03;[1042.37, 1052.79];office;wymaga_obiektu,wymaga_ruchu;P;;office_s05e03_026;1;1;yes;yes
object;office;4;5170008;Michael, in a top hat and tuxedo, puts something into the boxes in a warehouse.;office_s05e17;[146.49, 161.49];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s05e17_008;1;1;yes;yes
object;office;4;5170012;Michael, in a tracksuit, throws a bundle of clothes into a large green dumpster, standing by tall hedges.;office_s05e17;[435.24, 442.56];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s05e17_012;1;1;yes;yes
object;office;4;5170013;Michael, in a tan blazer over a graphic tee, sits at his messy desk, reading from a black notebook.;office_s05e17;[598.56, 608.28];office;wymaga_osoby,wymaga_obiektu;P;Michael;office_s05e17_013;1;1;yes;yes
object;office;4;6090014;Michael sits at the desk with colorful pipes connected around the office, with a hamster in them.;office_s06e09;[446.06, 452.49];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii;P;Michael;office_s06e09_014;1;1;yes;yes
object;office;4;6090019;Angela holds a small creepy head next to her own head.;office_s06e09;[542.3, 544.25];office;wymaga_obiektu;P;;office_s06e09_019;1;1;yes;yes
object;office;4;7140016;Michael is playing with energetic puppies in cages.;office_s07e14;[603.61, 615.41];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s07e14_016;1;1;yes;yes
object;office;4;7140017;Michael stands and talks to colorful parrots at a pet store.;office_s07e14;[615.41, 626.41];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii;P;Michael;office_s07e14_017;1;1;yes;yes
object;office;4;7140028;The tall man turns around, revealing many sticky notes covering the back of his suit.;office_s07e14;[1013.33, 1016.88];office;wymaga_obiektu,wymaga_ruchu;P;;office_s07e14_028;1;1;yes;yes
object;office;4;7230010;Jim tries to fit an oversized business card into his wallet.;office_s07e23;[171.04, 179.33];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s07e23_010;1;1;yes;yes
object;office;4;7230021;A shot of Dwight opening a box with a small sword.;office_s07e23;[599.5, 603.15];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s07e23_021;1;1;yes;yes
object;office;4;7230025;A close-up shot of Dwight's belt with a revolver and phone holster.;office_s07e23;[655.94, 658.39];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii;P;Dwight;office_s07e23_025;1;1;yes;yes
object;office;4;8040002;A close-up shot of someone holding a banner with an ad featuring Andy.;office_s08e04;[42.63, 49.91];office;wymaga_obiektu,wymaga_scenerii;P;;office_s08e04_002;1;1;yes;yes
object;office;4;8040005;A shot of Dwight drawing a map on a whiteboard.;office_s08e04;[117.07, 123.7];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s08e04_005;1;1;yes;yes
object;office;4;8040007;Andy points at something in the video playing on the laptop.;office_s08e04;[213.52, 217.52];office;wymaga_obiektu,wymaga_ruchu;P;;office_s08e04_007;1;1;yes;yes
object;office;4;8240032;A shot of a man taking down the 'Sabre' sign next to the Dunder Mifflin logo on the wall.;office_s08e24;[1038.36, 1043.23];office;wymaga_obiektu,wymaga_ruchu;P;;office_s08e24_032;1;1;yes;yes
object;office;4;9020001;A shot of an office full of trash.;office_s09e02;[1.02, 10.13];office;wymaga_obiektu,wymaga_scenerii;P;;office_s09e02_001;1;1;yes;yes
object;office;4;9020008;A shot of a rat moving along the floor among the trash in a cluttered office.;office_s09e02;[116.28, 120.0];office;wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;;office_s09e02_008;1;1;yes;yes
object;office;4;9020033;A wide shot of a restaurant seen at night through its front windows, with a neon sign glowing as people sit inside.;office_s09e02;[1248.49, 1255.92];office;wymaga_obiektu,wymaga_scenerii;P;;office_s09e02_033;1;1;yes;yes
object;office;4;9140006;A shot of Angela talking angrily on the phone on the staircase.;office_s09e14;[175.44, 187.49];office;wymaga_obiektu,wymaga_scenerii;P;;office_s09e14_006;1;1;yes;yes
object;office;4;9140017;"A shot of a silver metallic coffee thermos sitting on a desk, with a sticker reading ""Darryl"" on it.";office_s09e14;[314.41, 319.57];office;wymaga_obiektu;P;;office_s09e14_017;1;1;yes;yes
