stem;dataset;top;desc_id;desc;vid_name;ts;source;requirements;complexity;identities;event_id;rank_base;rank_variant;correct_in_top_base;correct_in_top_variant
person;tbbt;3;37859;Upset Leonard, in a thick puffer jacket, takes champagne from the ice bucket in the hotel room.;tbbt_s03e15;[1243.39, 1246.36];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;P;Leonard;tbbt_s03e15_d37859;1;1;yes;yes
person;tbbt;3;84031;Sheldon takes two can koozies from a paper bag, while sitting at the canteen.;tbbt_s04e12;[743.44, 753.64];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Sheldon;tbbt_s04e12_d84031;1;1;yes;yes
person;tbbt;3;28862;Sheldon stands in the hallway talking to a Spock cutout.;tbbt_s05e13;[107.47, 116.49];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii;P;Sheldon;tbbt_s05e13_d28862;1;1;yes;yes
person;tbbt;3;49339;Leonard, in a pink shirt, sits on the sofa, reading a wine tasting book with a grimace.;tbbt_s09e22;[306.14, 312.54];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Leonard;tbbt_s09e22_d49339;1;1;yes;yes
person;tbbt;3;54548;Raj, in costume, smiling, raises his brown hammer.;tbbt_s01e06;[426.48, 427.99];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Raj;tbbt_s01e06_d54548;47;174;no;no
person;tbbt;3;56244;Sheldon, in a blue Superman shirt, slams a comic book down on the table.;tbbt_s08e04;[286.37, 288.08];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Sheldon;tbbt_s08e04_d56244;2;3;yes;yes
person;tbbt;3;80617;Penny, in a blue shirt, walks over to a whiteboard with equations on it.;tbbt_s01e01;[394.21, 399.78];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Penny;tbbt_s01e01_d80617;2;2;yes;yes
person;tbbt;3;7737;Sheldon's eyes and mouth begin to twitch uncontrollably, while he wears a mint green shirt.;tbbt_s02e01;[596.57, 606.55];tbbt;wymaga_osoby,wymaga_ruchu,wymaga_mimiki;P;Sheldon;tbbt_s02e01_d7737;89;118;no;no
person;tbbt;3;28798;Sheldon, in an orange shirt, looks down with a shy, pleased smile, at the comic store.;tbbt_s03e19;[323.0, 324.86];tbbt;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Sheldon;tbbt_s03e19_d28798;3;3;yes;yes
person;tbbt;3;38095;Leonard, with a happy smile, in a Flash costume, answers the door.;tbbt_s01e06;[172.48, 183.42];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Leonard;tbbt_s01e06_d38095;2;5;yes;no
person;tbbt;3;53266;Sheldon folds up the cardboard version of Spock.;tbbt_s05e13;[1197.68, 1200.8];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Sheldon;tbbt_s05e13_d53266;2;5;yes;no
person;tbbt;3;40212;Sheldon, in a blue plaid shirt, is sitting at his desk and puts a pencil in a pencil cup.;tbbt_s02e01;[156.6, 159.69];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Sheldon;tbbt_s02e01_d40212;26;44;no;no
person;tbbt;3;28227;Penny, in a pink shirt, pours laundry detergent into the washing machine.;tbbt_s02e01;[302.31, 307.02];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Penny;tbbt_s02e01_d28227;2;4;yes;no
person;tbbt;3;80032;Sheldon adjusts a machine standing at the desk near the window and bookcase, while looking at it.;tbbt_s05e09;[518.3, 528.2];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Sheldon;tbbt_s05e09_d80032;11;18;no;no
person;tbbt;3;78971;Sheldon takes his phone out of his pocket at an office with a workbench cluttered with tools and electronic parts.;tbbt_s09e22;[207.99, 210.9];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Sheldon;tbbt_s09e22_d78971;9;14;no;no
person;tbbt;3;18107;Penny puts her head down on her hand at the restaurant table.;tbbt_s04e01;[999.57, 1001.48];tbbt;wymaga_osoby,wymaga_scenerii,wymaga_ruchu;P;Penny;tbbt_s04e01_d18107;4;6;no;no
person;tbbt;3;74057;Sheldon, in a mint green shirt, holds up both of his index fingers to either side of his head.;tbbt_s02e01;[685.26, 688.41];tbbt;wymaga_osoby,wymaga_ruchu;P;Sheldon;tbbt_s02e01_d74057;200;205;no;no
person;tbbt;3;28541;Penny, in a pink sleeveless top, puts the bag in the freezer.;tbbt_s03e19;[671.9, 675.49];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Penny;tbbt_s03e19_d28541;10;12;no;no
person;tbbt;3;47852;Enthusiastic Sheldon, in a shirt with a colorful chevron pattern, points to the giant whiteboard behind him that he has set up in the apartment.;tbbt_s02e13;[712.46, 717.2];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu,wymaga_mimiki;P;Sheldon;tbbt_s02e13_d47852;5;6;no;no
person;tbbt;3;33246;Sheldon slowly moves up the tall climbing wall.;tbbt_s02e13;[929.57, 938.16];tbbt;wymaga_osoby,wymaga_scenerii,wymaga_ruchu;P;Sheldon;tbbt_s02e13_d33246;11;12;no;no
person;tbbt;3;29619;Howard, in maroon pajamas, lies down on the blue air mattress.;tbbt_s02e01;[1013.02, 1022.32];tbbt;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Howard;tbbt_s02e01_d29619;6;6;no;no
person;tbbt;3;33245;A shot of a stressed Sheldon looking up at the climbing wall from below.;tbbt_s02e13;[882.54, 886.08];tbbt;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Sheldon;tbbt_s02e13_d33245;6;6;no;no
person;tbbt;3;42304;Leonard, in a grey suit, flaps his arms like a chicken.;tbbt_s05e09;[187.36, 190.39];tbbt;wymaga_osoby,wymaga_ruchu;P;Leonard;tbbt_s05e09_d42304;13;13;no;no
person;office;3;6050029;A close-up of Kevin looking down, anxious and nervous, mouth slack, blinds visible behind him.;office_s06e05;[627.7, 635.12];office;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Kevin;office_s06e05_029;1633;117;no;no
person;office;3;6090018;Michael opens his mouth and eyes wide in joyful shock, holding a music player.;office_s06e09;[477.48, 480.04];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Michael;office_s06e09_018;1473;585;no;no
person;office;3;6090002;Jim stands next to internal windows with blinds, pointing at a taped note about a martial arts presentation, his face unfazed.;office_s06e09;[6.49, 9.03];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Jim;office_s06e09_002;26;1;no;yes
person;office;3;7230032;Dwight walks out of the bathroom holding a large glass aquarium.;office_s07e23;[934.17, 941.5];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s07e23_032;3;1;yes;yes
person;office;3;9020023;Seen through a half-open door, Jim leans against the stair railing, resting his forehead on his hand.;office_s09e02;[864.13, 876.07];office;wymaga_osoby;P;Jim;office_s09e02_023;3;1;yes;yes
person;office;3;2100025;Kevin stands in a small foot spa tub in the office.;office_s02e10;[902.11, 904.04];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii;P;Kevin;office_s02e10_025;754;139;no;no
person;office;3;6050005;A shot of Kevin doing sit-ups, seen through a window with blinds.;office_s06e05;[194.04, 198.8];office;wymaga_osoby,wymaga_ruchu;P;Kevin;office_s06e05_005;19;1;no;yes
person;office;3;1020006;A shot of Kevin sitting at the desk, writing something in a giant book with a big red pencil.;office_s01e02;[428.28, 431.57];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s01e02_006;16;1;no;yes
person;office;3;1020018;Michael laughs while holding a yellow paper in his hand.;office_s01e02;[639.94, 641.77];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Michael;office_s01e02_018;2;1;yes;yes
person;office;3;7230015;Jim pins a poster with a drawing of a fist to the bulletin board in the office hallway.;office_s07e23;[345.14, 348.52];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s07e23_015;2;1;yes;yes
person;office;3;6090015;Jim puckers his lips slightly, pressing them together, moving his head forward and down.;office_s06e09;[457.56, 458.99];office;wymaga_osoby,wymaga_ruchu,wymaga_mimiki;P;Jim;office_s06e09_015;651;169;no;no
person;office;3;2060008;Michael crosses his fingers to form a cross shape near his eye.;office_s02e06;[256.99, 259.69];office;wymaga_osoby,wymaga_ruchu;P;Michael;office_s02e06_008;600;165;no;no
person;office;3;1050011;Pam gets hit in the head with paper while sitting at the reception desk.;office_s01e05;[484.92, 486.62];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Pam;office_s01e05_011;12;1;no;yes
person;office;3;9040022;Jim strides firmly past the yellow line on the bus.;office_s09e04;[673.4, 675.02];office;wymaga_osoby,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s09e04_022;10;1;no;yes
person;office;3;1020010;A bored Pam behind the counter rests her head on her hand.;office_s01e02;[236.46, 238.91];office;wymaga_osoby,wymaga_mimiki;P;Pam;office_s01e02_010;786;484;no;no
person;office;3;1020021;Jim is chewing his pencil, looking to the side.;office_s01e02;[664.71, 671.21];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s01e02_021;983;740;no;no
person;office;3;6050001;Kevin leans back with his feet up on his desk, chewing colorful candy from an open jar next to a football.;office_s06e05;[1280.27, 1287.71];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s06e05_001;39;2;no;yes
person;office;3;3190023;Michael flings his hands up, fingers splayed beside his head.;office_s03e19;[572.89, 577.18];office;wymaga_osoby,wymaga_ruchu;P;Michael;office_s03e19_023;208;56;no;no
person;office;3;1050010;Kevin throws an empty tissue box into the bin.;office_s01e05;[474.74, 477.7];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s01e05_010;45;3;no;yes
person;office;3;2100005;Kevin cuts off the top of the Christmas tree.;office_s02e10;[77.43, 84.14];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s02e10_005;4;1;no;yes
person;office;3;3050005;Jim in a blue shirt rolls backward on his office chair toward the photocopier.;office_s03e05;[223.16, 238.15];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s03e05_005;4;1;no;yes
person;office;3;4090001;Dwight cries, covering his eyes with his hand, sitting near an office window.;office_s04e09;[109.38, 112.6];office;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Dwight;office_s04e09_001;4;1;no;yes
person;office;3;5170015;Michael, in a tan blazer over a graphic tee, raises his eyebrows with wide, alert eyes and an open mouth, looking startled.;office_s05e17;[866.51, 868.49];office;wymaga_osoby,wymaga_mimiki;P;Michael;office_s05e17_015;202;89;no;no
person;office;3;6090021;Kevin, wearing suspenders, stands with a card and puts a cigar in his mouth.;office_s06e09;[756.45, 766.36];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s06e09_021;114;24;no;no
person;office;3;5170001;Michael sets buttered bread with a stick stuck in it on the reception desk.;office_s05e17;[31.6, 34.83];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s05e17_001;124;32;no;no
person;office;3;7230005;Dwight sits at his desk, seen through blinds, mouth wide open in shock, both hands resting on the desk.;office_s07e23;[93.89, 97.75];office;wymaga_osoby,wymaga_mimiki;P;Dwight;office_s07e23_005;132;58;no;no
person;office;3;9040013;Jim climbs into the bus through the sunroof.;office_s09e04;[931.16, 933.76];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Jim;office_s09e04_013;41;5;no;no
person;office;3;4090009;Michael folds a wall-mounted TV back against the wall in the living room.;office_s04e09;[314.21, 316.43];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s04e09_009;99;43;no;no
person;office;3;5170032;Michael sits at his desk squeezing a purple squishy toy, his gaze distant and blank.;office_s05e17;[863.23, 865.16];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Michael;office_s05e17_032;24;4;no;no
person;office;3;3050001;Michael sips coffee at his cluttered desk, a globe and a colorful fuzzy ball nearby.;office_s03e05;[70.77, 74.6];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s03e05_001;36;14;no;no
person;office;3;5030033;Michael dropping a watermelon to shatter on the floor.;office_s05e03;[94.23, 96.48];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s05e03_033;28;9;no;no
person;office;3;6050004;Michael puts his finger in his mouth, mock-shooting himself with a finger gun.;office_s06e05;[162.36, 166.65];office;wymaga_osoby,wymaga_ruchu;P;Michael;office_s06e05_004;31;11;no;no
person;office;3;7140018;Michael is looking at a snake in a glass cage and making a disgusted face.;office_s07e14;[626.41, 631.88];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Michael;office_s07e14_018;59;38;no;no
person;office;3;5170022;Michael holds a golden card up to his face in a warehouse.;office_s05e17;[143.1, 145.6];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s05e17_022;5;2;no;yes
person;office;3;2100007;Jim holds up an old black-and-white photo, smiling.;office_s02e10;[126.78, 134.99];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Jim;office_s02e10_007;15;5;no;no
person;office;3;2060007;Michael sitting with his legs crossed taps his finger against a black mug.;office_s02e06;[239.3, 242.27];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s02e06_007;20;9;no;no
person;office;3;1020004;Focused Dwight puts a bank card through a shredder.;office_s01e02;[152.21, 155.19];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Dwight;office_s01e02_004;4;2;no;yes
person;office;3;1020025;"Pam puts a card on her forehead with ""Jewish"" written on it.";office_s01e02;[956.28, 960.5];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Pam;office_s01e02_025;4;2;no;yes
person;office;3;1050013;Michael, in athletic wear, walks confidently through the warehouse space with the basketball hoop.;office_s01e05;[606.81, 612.73];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s01e05_013;10;4;no;no
person;office;3;5030010;Michael lifts a baby carrier, holding it close to his chest with a serious expression.;office_s05e03;[526.81, 539.1];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu,wymaga_mimiki;P;Michael;office_s05e03_010;14;6;no;no
person;office;3;6050011;Dwight pours a worm out of a brown package onto the restaurant table.;office_s06e05;[540.0, 550.46];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s06e05_011;41;31;no;no
person;office;3;5170021;Dwight claps happily, laughing widely with cheeks puffed at the reception desk.;office_s05e17;[32.36, 34.84];office;wymaga_osoby,wymaga_ruchu,wymaga_mimiki;P;Dwight;office_s05e17_021;26;17;no;no
person;office;3;5170010;Michael in a top hat and tuxedo does a somersault on the office floor.;office_s05e17;[301.1, 306.85];office;wymaga_osoby,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s05e17_010;25;20;no;no
person;office;3;3190010;Michael stands with hands clasped, lightly bouncing on a trampoline in a parking lot.;office_s03e19;[615.82, 627.66];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s03e19_010;4;3;no;yes
person;office;3;5030003;Dwight fakes giving birth to a watermelon at an office desk.;office_s05e03;[92.78, 95.06];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s05e03_003;4;3;no;yes
person;office;3;3190003;Michael scrunches his face, tears in his eyes, laughing hard.;office_s03e19;[209.42, 213.07];office;wymaga_osoby,wymaga_mimiki;P;Michael;office_s03e19_003;8;6;no;no
person;office;3;5170011;Michael, in a top hat and tuxedo, looks shocked, mouth open, eyes wide with disbelief.;office_s05e17;[343.05, 346.32];office;wymaga_osoby,wymaga_mimiki;P;Michael;office_s05e17_011;13;11;no;no
person;office;3;7140009;Pam talks on the phone, smiling flirtatiously, tongue slightly poking out, eyebrows raised.;office_s07e14;[390.87, 395.01];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Pam;office_s07e14_009;16;15;no;no
person;office;3;2100014;Dwight throws a small Christmas present wrapped in red paper.;office_s02e10;[471.5, 475.72];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_014;9;595;no;no
person;office;3;5170028;A close-up profile shot of Michael pinching the bridge of his nose, eyes closed, against a wood-paneled wall.;office_s05e17;[508.91, 510.9];office;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Michael;office_s05e17_028;1;20;yes;no
person;office;3;5030021;Dwight throws a stroller up and into the chain-link fence.;office_s05e03;[778.23, 781.57];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s05e03_021;305;878;no;no
person;office;3;1020017;A Black man with a brown briefcase exits Michael's room in a rush.;office_s01e02;[616.66, 620.65];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s01e02_017;9;390;no;no
person;office;3;9020002;Kevin, sitting at his desk, throws trash on the floor beside him, where other trash already lies.;office_s09e02;[8.11, 10.13];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Kevin;office_s09e02_002;9;368;no;no
person;office;3;2100023;Michael in a Santa hat buys a lot of drinks at the store.;office_s02e10;[883.02, 896.72];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Michael;office_s02e10_023;1;2;yes;yes
person;office;3;9020004;Kevin spins around in circles at his desk, seen through the blinds.;office_s09e02;[84.98, 89.46];office;wymaga_osoby,wymaga_ruchu;P;Kevin;office_s09e02_004;1;2;yes;yes
person;office;3;9140018;Jim, sitting at his desk by the computer, drinks from a silver metallic coffee thermos.;office_s09e14;[318.6, 321.44];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s09e14_018;1;2;yes;yes
person;office;3;3190030;Michael peers over a rooftop edge, gripping it tightly.;office_s03e19;[958.47, 970.02];office;wymaga_osoby,wymaga_scenerii;P;Michael;office_s03e19_030;33;486;no;no
person;office;3;1020007;Jim takes candy from a candy jar at Pam's desk.;office_s01e02;[186.33, 189.77];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim,Pam;office_s01e02_007;1;8;yes;no
person;office;3;1050030;Michael dribbles the ball around on one knee.;office_s01e05;[991.95, 995.88];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Michael;office_s01e05_030;1;1;yes;yes
person;office;3;2060006;Dwight kneels on the martial arts mat cleaning it.;office_s02e06;[188.96, 192.81];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e06_006;1;1;yes;yes
person;office;3;2060010;Dwight strikes a training dummy with an open-palm hit to the head.;office_s02e06;[445.22, 448.51];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e06_010;1;1;yes;yes
person;office;3;2060018;Dwight stretches on the mat, reaching for his foot.;office_s02e06;[813.13, 815.11];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e06_018;1;1;yes;yes
person;office;3;2100004;Michael, with a big smile, stands next to the tree in front of the window decorated with gold and red Christmas ornaments.;office_s02e10;[42.77, 45.33];office;wymaga_osoby,wymaga_obiektu,wymaga_mimiki;P;Michael;office_s02e10_004;1;1;yes;yes
person;office;3;2100006;Dwight vacuums up needles under the Christmas tree.;office_s02e10;[112.19, 115.94];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_006;1;1;yes;yes
person;office;3;2100011;Dwight in an elf costume with a green hat places a present under the Christmas tree.;office_s02e10;[292.87, 297.82];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_011;1;1;yes;yes
person;office;3;2100022;Dwight shoots at a silhouette target with a paintball gun.;office_s02e10;[770.91, 777.8];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_022;1;1;yes;yes
person;office;3;2100026;Dwight in an elf costume holds a teapot spout up to his own nose.;office_s02e10;[932.08, 934.69];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Dwight;office_s02e10_026;1;1;yes;yes
person;office;3;2100029;Jim tucks a white envelope into the back pocket of his pants.;office_s02e10;[1120.43, 1123.39];office;wymaga_osoby,wymaga_obiektu,wymaga_ruchu;P;Jim;office_s02e10_029;1;1;yes;yes
person;office;3;3050017;Dwight throws his arms up shouting excitedly outside a wooden barn.;office_s03e05;[459.62, 462.82];office;wymaga_osoby,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s03e05_017;1;1;yes;yes
person;office;3;3050021;Dwight opens a coffin lid, standing beside it in a dim barn.;office_s03e05;[729.13, 735.54];office;wymaga_osoby,wymaga_obiektu,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s03e05_021;1;1;yes;yes
person;office;3;3190016;Dwight in a suit plays air guitar on a rooftop.;office_s03e19;[858.73, 873.53];office;wymaga_osoby,wymaga_scenerii,wymaga_ruchu;P;Dwight;office_s03e19_016;1;1;yes;yes
person;office;3;4090018;Pam is in a bathroom with her arms crossed, giving a worried and upset look.;office_s04e09;[505.38, 514.02];office;wymaga_osoby,wymaga_scenerii,wymaga_mimiki;P;Pam;office_s04e09_018;1;1;yes;yes
